,title,glass,garnish,recipe,ingredients,raw_ingredients,cocktail_strength,sweet_t,sour_t,savory_t,bitter_t,cream_t,spicy_t,fruity_t
167,Basilico,20.7,Basil leaf,"MUDDLE basil in base of shaker. Add other ingredients, SHAKE with ice and strain into glass filled with crushed ice.","[['7 fresh', 'Basil leaves'], ['6 cl', 'Ketel One Vodka'], ['1.5 cl', 'Pallini Limoncello liqueur'], ['1.5 cl', 'Lemon juice (freshly squeezed)'], ['1.5 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)']]","[['7 fresh', 'basil leaves'], ['6 cl', 'vodka'], ['1.5 cl', 'limoncello'], ['1.5 cl', 'lemon juice'], ['1.5 cl', 'sugar syrup']]",0.1757142857142857,0,0,0,0,0,0,0
168,Batida de Coco,35.5,Dust with grated nutmeg,BLEND ingredients with 12oz scoop of crushed ice. Pour into glass and serve with straws.,"[['6 cl', 'Novo Fogo Silver cachaça'], ['6 cl', ""Cream of coconut (e.g. Coco Lopez, Re'al etc.)""], ['3 cl', 'Condensed milk']]","[['6 cl', 'cachaça'], ['6 cl', 'cream of coconut'], ['3 cl', 'condensed milk']]",0.2,0,0,0,0,0,0,0
169,Bay Breeze,35.5,Pineapple wedge,SHAKE all ingredients with ice and strain into ice-filled glass.,"[['5 cl', 'Ketel One Vodka'], ['8 cl', 'Cranberry juice (sweetened)'], ['3.5 cl', 'Pineapple juice (fresh pressed)']]","[['5 cl', 'vodka'], ['8 cl', 'cranberry juice'], ['3.5 cl', 'pineapple juice']]",0.1212121212121212,0,0,0,0,0,0,0
170,Bazooka,4.4,,SHAKE all ingredients with ice and fine strain into chilled glass.,"[['2.25 cl', 'Southern USA-style liqueur 40% (e.g. Southern Comfort)'], ['1.5 cl', 'Giffard Banane du Brésil liqueur'], ['0.5 cl', 'Giffard Grenadine syrup'], ['0.75 cl', 'Single cream / half-and-half']]","[['2.25 cl', 'southern usa-style liqueur 40%'], ['1.5 cl', 'giffard banane du brésil liqueur'], ['0.5 cl', 'giffard grenadine syrup'], ['0.75 cl', 'single cream / half-and-half']]",0.3375,0,0,0,0,0,0,0
171,Bazooka Joe,4.4,,Refrigerate ingredients then LAYER in chilled glass by carefully pouring in the order listed.,"[['1.5 cl', 'De Kuyper Blue Curaçao'], ['1.5 cl', 'Giffard Banane du Brésil liqueur'], ['1.5 cl', 'Irish cream liqueur']]","[['1.5 cl', 'de kuyper blue curaçao'], ['1.5 cl', 'giffard banane du brésil liqueur'], ['1.5 cl', 'irish cream']]",0.45,0,0,0,0,0,0,0
172,BBC,17.75,Dust with grated nutmeg,SHAKE all ingredients with ice and fine strain into chilled glass.,"[['3 cl', 'Rémy Martin 1738 Cognac'], ['3 cl', 'Bénédictine D.O.M.'], ['3 cl', 'Single cream / half-and-half']]","[['3 cl', 'cognac'], ['3 cl', 'bénédictine d.o.m.'], ['3 cl', 'single cream / half-and-half']]",0.15,0,0,0,0,0,0,0
173,Be-ton,35.5,Lime wedge,"POUR Becherovka into ice-filled glass, then TOP with tonic water and stir.","[['6 cl', 'Becherovka liqueur'], ['Top up with', 'Thomas Henry Tonic Water']]","[['6 cl', 'becherovka liqueur'], ['Top up with', 'tonic water']]",0.3857142857142857,0,0,0,0,0,0,0
174,Beach Blonde,35.5,Banana chunk,BLEND ingredients with 6oz scoop of crushed ice. Pour into glass and serve with straws.,"[['1⁄2 fresh', 'Banana (fresh)'], ['6 cl', 'Warninks Advocaat liqueur'], ['2 cl', 'White overproof rum'], ['6 cl', 'Orange juice (freshly squeezed)']]","[['1⁄2 fresh', 'banana'], ['6 cl', 'warninks advocaat liqueur'], ['2 cl', 'white rum'], ['6 cl', 'orange juice']]",0.2648275862068965,0,0,0,0,0,0,0
175,Beach Iced Tea,32.5,Lemon slice,SHAKE all ingredients with ice and strain into ice-filled glass.,"[['1.5 cl', 'Bacardi Carta Blanca light rum'], ['1.5 cl', 'Rutte Dry Gin'], ['1.5 cl', 'Ketel One Vodka'], ['1.5 cl', 'Patrón Reposado tequila'], ['1.5 cl', 'De Kuyper Triple Sec (40%)'], ['3 cl', 'Lemon juice (freshly squeezed)'], ['1.5 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)'], ['9 cl', 'Cranberry juice (sweetened)']]","[['1.5 cl', 'white rum'], ['1.5 cl', 'gin'], ['1.5 cl', 'vodka'], ['1.5 cl', 'tequila'], ['1.5 cl', 'triple sec'], ['3 cl', 'lemon juice'], ['1.5 cl', 'sugar syrup'], ['9 cl', 'cranberry juice']]",0.1464285714285714,0,0,0,0,0,0,0
176,Beachcomber,17.75,Lime wedge,SHAKE all ingredients with ice and fine strain into chilled glass.,"[['4.5 cl', 'Bacardi Carta Blanca light rum'], ['2.25 cl', 'De Kuyper Triple Sec (40%)'], ['1.5 cl', 'Lime juice (freshly squeezed)'], ['0.5 cl', 'Luxardo Maraschino liqueur'], ['0.25 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup) (optional)']]","[['4.5 cl', 'white rum'], ['2.25 cl', 'triple sec'], ['1.5 cl', 'lime juice'], ['0.5 cl', 'maraschino'], ['0.25 cl', 'sugar syrup']]",0.385,0,0,0,0,0,0,0
177,Beam-me-up Scotty,4.4,,Refrigerate ingredients then LAYER in chilled glass by carefully pouring in the following order.,"[['1.5 cl', 'Coffee liqueur'], ['1.5 cl', 'Giffard Banane du Brésil liqueur'], ['1.5 cl', 'Irish cream liqueur']]","[['1.5 cl', 'coffee liqueur'], ['1.5 cl', 'giffard banane du brésil liqueur'], ['1.5 cl', 'irish cream']]",0.45,0,0,0,0,0,0,0
178,Bebbo Cocktail,17.75,Lemon zest twist,"STIR honey with lemon juice in base of shaker until honey dissolves. Add other ingredients, SHAKE with ice and fine strain into chilled glass.","[['2 spoon', 'Honey'], ['2.25 cl', 'Lemon juice (freshly squeezed)'], ['4.5 cl', 'Rutte Dry Gin'], ['1.5 cl', 'Blood orange juice']]","[['2 spoon', 'honey'], ['2.25 cl', 'lemon juice'], ['4.5 cl', 'gin'], ['1.5 cl', 'blood orange juice']]",0.1668292682926829,0,0,0,0,0,0,0
179,Bee Sting,35.5,Apple slice,SHAKE first 4 ingredients with ice and strain into ice-filled glass. TOP with ginger ale,"[['2.5 cl', 'Straight rye whiskey (100 proof / 50% alc./vol.)'], ['2.5 cl', 'Patrón Reposado tequila'], ['4.5 cl', 'Apple juice'], ['0.75 cl', 'Honey syrup (3 honey to 1 water)'], ['5 cl', 'Thomas Henry Ginger Ale']]","[['2.5 cl', 'rye whiskey'], ['2.5 cl', 'tequila'], ['4.5 cl', 'apple juice'], ['0.75 cl', 'honey syrup'], ['5 cl', 'gin']]",0.2639344262295082,0,0,0,0,0,0,0
180,Bee's Knees (with rum & cream),23.7,Orange zest twist,"STIR honey with rum until honey dissolves. Add other ingredients, SHAKE with ice and fine strain into chilled glass.","[['3.75 cl', 'Bacardi Carta Blanca light rum'], ['3.75 cl', 'Navy rum (54.5% alc./vol.)'], ['2 spoon', 'Honey'], ['3 cl', 'Orange juice (freshly squeezed)'], ['1.5 cl', 'Milk (semi-skimmed/2% fat)'], ['1.5 cl', 'Single cream / half-and-half']]","[['3.75 cl', 'white rum'], ['3.75 cl', 'navy rum'], ['2 spoon', 'honey'], ['3 cl', 'orange juice'], ['1.5 cl', 'milk'], ['1.5 cl', 'single cream / half-and-half']]",0.2758064516129032,0,0,0,0,0,0,0
181,Bee's Tease,17.75,Lemon zest twist,SHAKE all ingredients with ice and fine strain into chilled glass.,"[['4.5 cl', 'Rutte Dry Gin'], ['1.5 cl', 'Honey syrup (3 honey to 1 water)'], ['1.5 cl', 'Lemon juice (freshly squeezed)'], ['3 cl', 'Lapsang Souchong tea (cold)']]","[['4.5 cl', 'gin'], ['1.5 cl', 'honey syrup'], ['1.5 cl', 'lemon juice'], ['3 cl', 'lapsang souchong tea']]",0.1628571428571428,0,0,0,0,0,0,0
182,Beetle Jeuse,35.5,Mint sprig,"Lightly MUDDLE mint in base of shaker just enough to bruise. Add other ingredients, SHAKE with ice and strain into ice-filled glass.","[['7 fresh', 'Mint leaves'], ['3 cl', 'Green Chartreuse liqueur'], ['3 cl', 'Bison grass vodka'], ['10.5 cl', 'Apple juice'], ['0.75 cl', 'Passion fruit syrup']]","[['7 fresh', 'mint leaves'], ['3 cl', 'green chartreuse liqueur'], ['3 cl', 'vodka'], ['10.5 cl', 'apple juice'], ['0.75 cl', 'passion fruit syrup']]",0.1051546391752577,0,0,0,0,0,0,0
183,Behemoth,17.75,Lemon zest twist and drops of walnut bitters on the foam,SHAKE all ingredients with ice and strain back into shaker. DRY SHAKE (without ice) and fine strain into chilled glass.,"[['2.5 cl', 'Bourbon whiskey'], ['2.5 cl', 'Martini Rosso sweet vermouth'], ['2 cl', 'Straight rye whiskey (100 proof / 50% alc./vol.)'], ['2 cl', 'Dutch Cacao white crème de cacao'], ['1 cl', 'Lemon juice (freshly squeezed) (optional)'], ['1 cl', 'Maple syrup (optional)'], ['1.5 cl', 'Pasteurised egg white'], ['2 dash', ""Peychaud's or other Creole-style bitters""]]","[['2.5 cl', 'bourbon whiskey'], ['2.5 cl', 'red vermouth'], ['2 cl', 'rye whiskey'], ['2 cl', 'dutch cacao white crème de cacao'], ['1 cl', 'lemon juice'], ['1 cl', 'maple syrup'], ['1.5 cl', 'egg white'], ['2 dash', ""peychaud's bitter""]]",0.2344827586206896,0,0,0,0,0,0,0
184,Beja Flor Cocktail,17.75,Banana slice on rim,SHAKE all ingredients with ice and fine strain into chilled glass.,"[['4 cl', 'Novo Fogo Silver cachaça'], ['2 cl', 'De Kuyper Triple Sec (40%)'], ['2 cl', 'Giffard Banane du Brésil liqueur'], ['1 cl', 'Lemon juice (freshly squeezed)']]","[['4 cl', 'cachaça'], ['2 cl', 'triple sec'], ['2 cl', 'giffard banane du brésil liqueur'], ['1 cl', 'lemon juice']]",0.3888888888888889,0,0,0,0,0,0,0
185,Bella Donna Daiquiri,17.75,Cinnamon powder & sugar rim (moistened with orange juice),SHAKE all ingredients with ice and fine strain into chilled glass.,"[['4.5 cl', 'Dark/black/blackstrap rum'], ['4.5 cl', 'Disaronno amaretto'], ['1.5 cl', 'Lemon juice (freshly squeezed)'], ['0.5 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)']]","[['4.5 cl', 'dark rum'], ['4.5 cl', 'amaretto'], ['1.5 cl', 'lemon juice'], ['0.5 cl', 'sugar syrup']]",0.3559090909090909,0,0,0,0,0,0,0
186,Bellini (Difford's recipe),24.0,Peach slice on rim,SHAKE first 3 ingredients with ice and fine strain into chilled glass charged with the prosecco.,"[['6 cl', 'Peach purée'], ['1 cl', 'Peachtree peach schnapps'], ['0.75 cl', 'Lemon juice (freshly squeezed)'], ['6 cl', 'Prosecco sparkling wine']]","[['6 cl', 'peach purée'], ['1 cl', 'peachtree peach schnapps'], ['0.75 cl', 'lemon juice'], ['6 cl', 'prosecco']]",0.0756363636363636,0,0,0,0,0,0,0
187,Bellini-Tini,23.7,Peach wedge on rim or orange zest twist,SHAKE all ingredients with ice and fine strain into chilled glass.,"[['5 cl', 'Ketel One Vodka'], ['1.25 cl', 'Peachtree peach schnapps'], ['5 cl', 'Peach purée'], ['3 dash', 'Peach bitters']]","[['5 cl', 'vodka'], ['1.25 cl', 'peachtree peach schnapps'], ['5 cl', 'peach purée'], ['3 dash', 'peach bitters']]",0.2631578947368421,0,0,0,0,0,0,0
188,Bellissimo,20.7,Orange slice,SHAKE all ingredients with ice and fine strain into chilled glass.,"[['3 cl', 'Hazelnut liqueur'], ['3 cl', 'Italian red bitter liqueur'], ['3 cl', 'Pallini Limoncello liqueur'], ['1.5 cl', 'Lemon juice (freshly squeezed)']]","[['3 cl', 'hazelnut liqueur'], ['3 cl', 'italian red bitter liqueur'], ['3 cl', 'limoncello'], ['1.5 cl', 'lemon juice']]",0.3857142857142858,0,0,0,0,0,0,0
189,Bentley,20.7,Orange zest twist,STIR all ingredients with ice and strain into empty glass,"[['4.5 cl', 'Avallen Calvados'], ['4.5 cl', 'Dubonnet Red'], ['2 dash', ""Peychaud's or other Creole-style bitters (optional)""]]","[['4.5 cl', 'calvados'], ['4.5 cl', 'dubonnet red'], ['2 dash', ""peychaud's bitter""]]",0.2454545454545454,0,0,0,0,0,0,0
190,Berry Caipirinha,30.0,"Stirrer (spoon, wooden lolly stick or stick cut from sugar cane)","1. Cut lime in half (from pole to pole) and then slice one of the halves into eight 3-4mm thick half-moon shaped segments and drop into the base of a robust rocks glass.

2. Add 3 bar spoons caster sugar (or ½oz / 15ml sugar syrup 2:1) and MUDDLE.

3. Add mixed berries and MUDDLE some more.

4. When sure fruit juice is fully extracted and the sugar dissolved, transfer the muddled fruit and sugar into serving glass (preferably a 30cl / 10oz hi-ball glass).

5. POUR cachaça (stored in the freezer) into the rocks glass (used to muddle) and swirl to rinse glass before pouring cachaça into serving glass. STIR to ensure all ingredients are well mixed.

6. Crack (rather than crush) four to five large ice cubes using an Ice Tapper and drop into serving glass. STIR before topping with more ice and serve with a stirrer (but no straws).","[['1⁄2 fresh', 'Lime (fresh) (chopped)'], ['3 spoon', 'White caster sugar'], ['3 fresh', 'Raspberries (fresh)'], ['2 fresh', 'Blackberries'], ['3 fresh', 'Blueberries (fresh)'], ['1 fresh', 'Small ripe strawberries (hulled)'], ['6 cl', 'Novo Fogo Silver cachaça (from freezer)']]","[['1⁄2 fresh', 'lime'], ['3 spoon', 'white sugar'], ['3 fresh', 'raspberries'], ['2 fresh', 'blackberries'], ['3 fresh', 'blueberries'], ['1 fresh', 'strawberries'], ['6 cl', 'cachaça']]",0.1621621621621621,0,0,0,0,0,0,0
191,Berry Nice,35.5,Blackberries,"MUDDLE blackberries in base of shaker. Add next three ingredients, SHAKE with ice and strain into ice-filled glass whilst also pouring ginger beer.","[['4 fresh', 'Blackberries'], ['6 cl', 'Ketel One Vodka'], ['0.75 cl', 'Giffard Framboise de Ronce (raspberry liqueur)'], ['1.5 cl', 'Lemon juice (freshly squeezed)'], ['12 cl', 'Thomas Henry Ginger Beer']]","[['4 fresh', 'blackberries'], ['6 cl', 'vodka'], ['0.75 cl', 'giffard framboise de ronce'], ['1.5 cl', 'lemon juice'], ['12 cl', 'gin']]",0.2870103092783505,0,0,0,0,0,0,0
192,Bessie & Jessie,35.5,Orange slice wheel,SHAKE all ingredients with ice and strain into ice-filled glass.,"[['4.5 cl', ""Dewar's 12 Year Old Scotch whisky""], ['4.5 cl', 'Warninks Advocaat liqueur'], ['7.5 cl', 'Milk (whole milk/full 3-4% fat)']]","[['4.5 cl', 'scotch whisky'], ['4.5 cl', 'warninks advocaat liqueur'], ['7.5 cl', 'milk']]",0.2454545454545454,0,0,0,0,0,0,0
193,Between the Sheets,17.75,Lemon zest twist,SHAKE all ingredients with ice and fine strain into chilled glass.,"[['2.25 cl', 'Bacardi Carta Blanca light rum'], ['2.25 cl', 'Rémy Martin 1738 Cognac'], ['2.25 cl', 'De Kuyper Triple Sec (40%)'], ['0.75 cl', 'Lemon juice (freshly squeezed)'], ['0.25 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)']]","[['2.25 cl', 'white rum'], ['2.25 cl', 'cognac'], ['2.25 cl', 'triple sec'], ['0.75 cl', 'lemon juice'], ['0.25 cl', 'sugar syrup']]",0.3832258064516128,0,0,0,0,0,0,0
194,Beverly Hills Iced Tea,32.5,Lime zest twist,SHAKE first five ingredients with ice and strain into ice-filled glass. TOP with champagne and gently stir.,"[['2.25 cl', 'Rutte Dry Gin'], ['2.25 cl', 'Ketel One Vodka'], ['3 cl', 'De Kuyper Triple Sec (40%)'], ['1.5 cl', 'Lime juice (freshly squeezed)'], ['1.5 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)'], ['Top up with', 'Brut Champagne']]","[['2.25 cl', 'gin'], ['2.25 cl', 'vodka'], ['3 cl', 'triple sec'], ['1.5 cl', 'lime juice'], ['1.5 cl', 'sugar syrup'], ['Top up with', 'brut champagne']]",0.2421739130434782,0,0,0,0,0,0,0
195,Biarritz,20.7,Orange slice & Luxardo Maraschino cherry on stick (sail),SHAKE all ingredients with ice and strain into ice-filled glass.,"[['6 cl', 'Rémy Martin 1738 Cognac'], ['3 cl', 'Grand Marnier or other cognac orange liqueur'], ['2.25 cl', 'Lemon juice (freshly squeezed)'], ['3 dash', 'Angostura Aromatic Bitters'], ['1.5 cl', 'Pasteurised egg white']]","[['6 cl', 'cognac'], ['3 cl', 'cognac'], ['2.25 cl', 'lemon juice'], ['3 dash', 'angostura'], ['1.5 cl', 'egg white']]",0.1384615384615384,0,0,0,0,0,0,0
196,Big Apple Martini,23.7,Apple wedge,SHAKE all ingredients with ice and fine strain into chilled glass.,"[['7.5 cl', 'Ketel One Vodka'], ['3 cl', 'Apple Schnapps liqueur'], ['3 cl', 'Sour apple liqueur']]","[['7.5 cl', 'vodka'], ['3 cl', 'schnapps'], ['3 cl', 'sour apple liqueur']]",0.3933333333333333,0,0,0,0,0,0,0
197,The Big Easy,35.5,Orange slice,SHAKE first three ingredients with ice and strain into ice-filled glass. TOP with ginger ale.,"[['2.25 cl', 'De Kuyper Triple Sec (40%)'], ['5.25 cl', 'Southern USA-style liqueur 40% (e.g. Southern Comfort)'], ['6 cl', 'Orange juice (freshly squeezed)'], ['Top up with', 'Thomas Henry Ginger Ale']]","[['2.25 cl', 'triple sec'], ['5.25 cl', 'southern usa-style liqueur 40%'], ['6 cl', 'orange juice'], ['Top up with', 'gin']]",0.2356896551724138,0,0,0,0,0,0,0
198,Bikini Martini,23.7,Orange zest twist,SHAKE all ingredients with ice and fine strain into chilled glass.,"[['6 cl', 'Rutte Dry Gin'], ['2.25 cl', 'De Kuyper Blue Curaçao'], ['0.75 cl', 'Peachtree peach schnapps'], ['0.75 cl', 'Lemon juice (freshly squeezed)'], ['1 cl', 'Chilled water (omit if using wet ice)']]","[['6 cl', 'gin'], ['2.25 cl', 'de kuyper blue curaçao'], ['0.75 cl', 'peachtree peach schnapps'], ['0.75 cl', 'lemon juice'], ['1 cl', 'chilled water']]",0.3286046511627907,0,0,0,0,0,0,0
199,Bingo,35.5,Lemon slice,SHAKE first four ingredients with ice and strain into ice-filled glass. TOP with soda water.,"[['3 cl', 'Ketel One Vodka'], ['3 cl', 'Grand Marnier or other cognac orange liqueur'], ['3 cl', 'De Kuyper Apricot Brandy liqueur'], ['1.5 cl', 'Lemon juice (freshly squeezed)'], ['Top up with', 'Thomas Henry Soda Water']]","[['3 cl', 'vodka'], ['3 cl', 'cognac'], ['3 cl', 'apricot brandy liqueur'], ['1.5 cl', 'lemon juice'], ['Top up with', 'soda water']]",0.3391304347826087,0,0,0,0,0,0,0
200,Bird of Paradise,17.75,Dust with grated nutmeg,SHAKE all ingredients with ice and fine strain into chilled glass.,"[['3.75 cl', 'Patrón Reposado tequila'], ['2.25 cl', 'Dutch Cacao white crème de cacao'], ['1.5 cl', 'Disaronno amaretto'], ['4.5 cl', 'Single cream / half-and-half']]","[['3.75 cl', 'tequila'], ['2.25 cl', 'dutch cacao white crème de cacao'], ['1.5 cl', 'amaretto'], ['4.5 cl', 'single cream / half-and-half']]",0.1625,0,0,0,0,0,0,0
201,Bishop,35.5,Dust with grated nutmeg,Use a heatproof glass and preheat by filling with boiling water. MUDDLE cloves in the base of shaker. Add boiling water and STIR in honey and other ingredients. Fine strain into glass. (Consider heating in MICROWAVE for twenty seconds to boost temperature).,"[['7 dried', 'Clove'], ['2 spoon', 'Honey'], ['9 cl', 'Boiling water'], ['7.5 cl', 'Tawny port'], ['3 cl', 'Orange juice (freshly squeezed)']]","[['7 dried', 'clove'], ['2 spoon', 'honey'], ['9 cl', 'boiling water'], ['7.5 cl', 'tawny port'], ['3 cl', 'orange juice']]",0.0,0,0,0,0,0,0,0
202,Bit-O-Honey,4.4,,Refrigerate ingredients then LAYER in chilled glass by carefully pouring in the following order.,"[['2.25 cl', 'Butterscotch liqueur'], ['2.25 cl', 'Irish cream liqueur']]","[['2.25 cl', 'butterscotch liqueur'], ['2.25 cl', 'irish cream']]",0.4499999999999999,0,0,0,0,0,0,0
203,Bitter Elder,35.5,Lemon wedge,SHAKE all ingredients with ice and strain into ice-filled glass.,"[['6 cl', 'Rutte Dry Gin'], ['3 cl', 'St-Germain elderflower liqueur'], ['6 cl', 'Apple juice'], ['2.25 cl', 'Lemon juice (freshly squeezed)'], ['3 dash', 'Angostura Aromatic Bitters']]","[['6 cl', 'gin'], ['3 cl', 'st-germain elderflower liqueur'], ['6 cl', 'apple juice'], ['2.25 cl', 'lemon juice'], ['3 dash', 'angostura']]",0.1792592592592592,0,0,0,0,0,0,0
204,Bittersweet Symphony,23.7,Apricot slice,SHAKE all ingredients with ice and fine strain into chilled glass.,"[['1.5 cl', 'Ketel One Vodka'], ['3 cl', 'De Kuyper Triple Sec (40%)'], ['3 cl', 'De Kuyper Apricot Brandy liqueur'], ['1.5 cl', 'Lime juice (freshly squeezed)'], ['4.5 cl', 'Grapefruit juice (pink)']]","[['1.5 cl', 'vodka'], ['3 cl', 'triple sec'], ['3 cl', 'apricot brandy liqueur'], ['1.5 cl', 'lime juice'], ['4.5 cl', 'grapefruit juice']]",0.2111111111111111,0,0,0,0,0,0,0
205,Bitterest Pill,4.4,,Refrigerate ingredients then LAYER in chilled glass by carefully pouring in the following order.,"[['1.5 cl', 'Passion fruit syrup'], ['1.5 cl', 'Italian red bitter liqueur'], ['1.5 cl', 'Ketel One Vodka']]","[['1.5 cl', 'passion fruit syrup'], ['1.5 cl', 'italian red bitter liqueur'], ['1.5 cl', 'vodka']]",0.2833333333333334,0,0,0,0,0,0,0
206,Black & Tan,56.8,,"POUR pale ale or lager into chilled glass then carefully FLOAT Guinness on top.
Layering can be aided by pouring down the stout/porter down the shaft of a bar spoon so that the flat end dissipates the falling porter/stout. Or, an upturned tablespoon or a purpose-made black-and-tan may be used. This is bent in the middle of the handle so that it can be secured on the edge of a pint glass.","[['1⁄2 pint', 'Pale ale'], ['1⁄2 pint', 'Stout beer']]","[['1⁄2 pint', 'pale ale'], ['1⁄2 pint', 'stout beer']]",0.025,0,0,0,0,0,0,0
207,Black & White Daiquiri,17.75,Blackberries,"MUDDLE berries in base of shaker. Add other ingredients, SHAKE with ice and fine strain into chilled glass.","[['5 fresh', 'Blackberries'], ['4.5 cl', 'Coconut rum liqueur (35-40% alc./vol.)'], ['2.25 cl', 'Bacardi Carta Blanca light rum'], ['1.5 cl', 'Giffard Crème de Mûre liqueur'], ['1.5 cl', 'Lime juice (freshly squeezed)'], ['0.5 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)']]","[['5 fresh', 'blackberries'], ['4.5 cl', 'coconut rum liqueur'], ['2.25 cl', 'white rum'], ['1.5 cl', 'giffard crème de mûre liqueur'], ['1.5 cl', 'lime juice'], ['0.5 cl', 'sugar syrup']]",0.2965573770491803,0,0,0,0,0,0,0
208,Blackbeard,56.8,,POUR ingredients in glass and serve.,"[['6 cl', 'Bacardi Carta Blanca light rum'], ['1⁄2 pint', 'Stout beer'], ['Top up with', 'Cola (e.g. Coca Cola & Pepsi Cola)']]","[['6 cl', 'white rum'], ['1⁄2 pint', 'stout beer'], ['Top up with', 'cola']]",0.4593333333333333,0,0,0,0,0,0,0
209,Black Bison Martini,23.7,Apple wedge,SHAKE all ingredients with ice and fine strain into chilled glass.,"[['6 cl', 'Rutte Dry Gin'], ['1.5 cl', 'Apple Schnapps liqueur'], ['4.5 cl', 'Apple juice'], ['0.75 cl', 'Martini Extra Dry vermouth']]","[['6 cl', 'gin'], ['1.5 cl', 'schnapps'], ['4.5 cl', 'apple juice'], ['0.75 cl', 'dry vermouth']]",0.2276470588235294,0,0,0,0,0,0,0
210,Black Dream,4.4,,Refrigerate ingredients then LAYER in chilled glass by carefully pouring in the following order.,"[['1.5 cl', 'Black sambuca liqueur'], ['1.5 cl', 'Irish cream liqueur']]","[['1.5 cl', 'black sambuca liqueur'], ['1.5 cl', 'irish cream']]",0.45,0,0,0,0,0,0,0
211,Black Forest Gateau,23.7,Dust with chocolate powder,SHAKE first 4 ingredients with ice and strain into chilled glass. FLOAT cream on drink. (It pays to whip cream first.),"[['6 cl', 'Ketel One Vodka'], ['2.25 cl', 'Giffard Framboise de Ronce (raspberry liqueur)'], ['2.25 cl', 'Giffard Fraise des Bois'], ['0.75 cl', 'Giffard Noir de Bourgogne Cassis'], ['2.25 cl', 'Single cream / half-and-half']]","[['6 cl', 'vodka'], ['2.25 cl', 'giffard framboise de ronce'], ['2.25 cl', 'giffard fraise des bois'], ['0.75 cl', 'giffard noir de bourgogne cassis'], ['2.25 cl', 'single cream / half-and-half']]",0.2527777777777778,0,0,0,0,0,0,0
212,Black Irish,59.1,Dust with chocolate powder,BLEND ingredients with 12oz scoop of crushed ice. Pour into glass and serve with straws.,"[['3 cl', 'Ketel One Vodka'], ['3 cl', 'Irish cream liqueur'], ['3 cl', 'Coffee liqueur'], ['2 scoop', 'Vanilla ice-cream']]","[['3 cl', 'vodka'], ['3 cl', 'irish cream'], ['3 cl', 'coffee liqueur'], ['2 scoop', 'vanilla ice-cream']]",0.3545454545454545,0,0,0,0,0,0,0
213,Black Jack Shot,4.4,,Refrigerate ingredients then LAYER in chilled glass by carefully pouring in the following order.,"[['2.25 cl', 'Black sambuca liqueur'], ['2.25 cl', 'Daddy Rack Tennessee Whiskey']]","[['2.25 cl', 'black sambuca liqueur'], ['2.25 cl', 'whiskey']]",0.4499999999999999,0,0,0,0,0,0,0
214,Black Magic,24.0,Black grapes,"MUDDLE grapes in base of shaker. Add liqueur, SHAKE with ice and fine strain into chilled glass. TOP with champagne.","[['12 fresh', 'Red grapes (seedless)'], ['1.5 cl', 'Grand Marnier or other cognac orange liqueur'], ['Top up with', 'Brut Champagne']]","[['12 fresh', 'red grapes'], ['1.5 cl', 'cognac'], ['Top up with', 'brut champagne']]",0.0555172413793103,0,0,0,0,0,0,0
215,Black Diamond,23.7,Dust with grated white chocolate,SHAKE all ingredients with ice and fine strain into chilled glass.,"[['3 cl', 'Bacardi Carta Blanca light rum'], ['3 cl', 'De Kuyper Brown Crème de Cacao'], ['3 cl', 'Espresso coffee (freshly made & hot)']]","[['3 cl', 'white rum'], ['3 cl', 'de kuyper brown crème de cacao'], ['3 cl', 'espresso coffee']]",0.19,0,0,0,0,0,0,0
216,Black Mussel,24.0,Orange zest twist (discarded),POUR first 2 ingredients into glass and TOP with champagne.,"[['1 cl', 'De Kuyper Blue Curaçao'], ['0.5 cl', 'Giffard Noir de Bourgogne Cassis'], ['12 cl', 'Brut Champagne']]","[['1 cl', 'de kuyper blue curaçao'], ['0.5 cl', 'giffard noir de bourgogne cassis'], ['12 cl', 'brut champagne']]",0.1488888888888889,0,0,0,0,0,0,0
217,Black 'N' Blue Caipirovska,20.7,,MUDDLE berries in base of glass. Add other ingredients. Fill glass with crushed ice and CHURN (stir) with bar spoon. Serve with straws.,"[['6 fresh', 'Blackberries'], ['10 fresh', 'Blueberries (fresh)'], ['6 cl', 'Ketel One Vodka'], ['1.5 cl', 'Lime juice (freshly squeezed)'], ['2.25 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)']]","[['6 fresh', 'blackberries'], ['10 fresh', 'blueberries'], ['6 cl', 'vodka'], ['1.5 cl', 'lime juice'], ['2.25 cl', 'sugar syrup']]",0.0932038834951456,0,0,0,0,0,0,0
