,title,glass,garnish,recipe,ingredients,raw_ingredients,cocktail_strength,sweet_t,sour_t,savory_t,bitter_t,cream_t,spicy_t,fruity_t
3477,Excuse My French,17.75,Lemon zest encircling the inside rim of glass with crusted sugar coated rim.,SHAKE all ingredients with ice and strain into chilled glass.,"[['4 cl', 'Rémy Martin 1738 Cognac'], ['2 cl', 'Lemon juice (freshly squeezed)'], ['1 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)'], ['1.5 cl', 'Giffard Creme de Framboise'], ['1 spoon', ""Difford's Saline Solution (or ½ pinch salt)""]]","[['4 cl', 'cognac'], ['2 cl', 'lemon juice'], ['1 cl', 'sugar syrup'], ['1.5 cl', 'giffard creme de framboise'], ['1 spoon', ""difford's saline solution""]]",0.1894736842105263,0,0,0,0,0,0,0
3478,The Cheshire Cat,20.7,"Lemon zest twist, rosemary sprig & smouldering cinnamon stick",THROW all ingredients with ice and strain into ice-filled glass (preferably over a chunk of ice block).,"[['1 sprig', 'Rosemary sprig'], ['4.5 cl', 'Rémy Martin 1738 Cognac'], ['2 cl', ""Dewar's 12 Year Old Scotch whisky""], ['1.5 cl', 'Cherry Heering cherry brandy liqueur'], ['1.5 cl', 'Punt E Mes or other full-bodied vermouth'], ['0.5 cl', 'Cinnamon sugar syrup']]","[['1 sprig', 'rosemary sprig'], ['4.5 cl', 'cognac'], ['2 cl', 'scotch whisky'], ['1.5 cl', 'cherry brandy liqueur'], ['1.5 cl', 'punt e mes or other full-bodied vermouth'], ['0.5 cl', 'cinnamon sugar syrup']]",0.3531818181818181,0,0,0,0,0,0,0
3479,Quitting Ordinary,17.75,Orange zest twist,STIR all ingredients with ice and strain into chilled glass.,"[['3 cl', 'Rémy Martin 1738 Cognac'], ['4.5 cl', 'Earl Grey tea (cold)'], ['1.5 cl', 'Giffard Noir de Bourgogne Cassis'], ['1.5 cl', 'Martini Rosso sweet vermouth'], ['1⁄2 spoon', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)']]","[['3 cl', 'cognac'], ['4.5 cl', 'earl grey tea'], ['1.5 cl', 'giffard noir de bourgogne cassis'], ['1.5 cl', 'red vermouth'], ['1⁄2 spoon', 'sugar syrup']]",0.1486363636363636,0,0,0,0,0,0,0
3480,Le Commercant (The Merchant),17.75,"Speared berries (strawberry, blackberry & raspberry)",SHAKE first 5 ingredients with ice and strain into chilled glass. TOP with prosecco.,"[['4.5 cl', 'Rémy Martin 1738 Cognac'], ['2.5 cl', 'Dubonnet Red'], ['1.5 cl', 'Lime juice (freshly squeezed)'], ['1 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)'], ['2 dash', ""Peychaud's or other Creole-style bitters""], ['3 cl', 'Prosecco sparkling wine']]","[['4.5 cl', 'cognac'], ['2.5 cl', 'dubonnet red'], ['1.5 cl', 'lime juice'], ['1 cl', 'sugar syrup'], ['2 dash', ""peychaud's bitter""], ['3 cl', 'prosecco']]",0.226551724137931,0,0,0,0,0,0,0
3481,Good Afternoon,23.6,Orange zest twist,STIR all ingredients with ice and strain into chilled tea cup.,"[['3 cl', 'Rémy Martin 1738 Cognac'], ['2 cl', 'Rutte Old Simon Genever'], ['1.5 cl', 'Cinnamon sugar syrup'], ['4 cl', 'Tea - strong white tea (cold)']]","[['3 cl', 'cognac'], ['2 cl', 'rutte old simon genever'], ['1.5 cl', 'cinnamon sugar syrup'], ['4 cl', 'tea - strong white tea']]",0.1285714285714286,0,0,0,0,0,0,0
3482,Homely Smoke,23.7,Lemon zest twist,STIR all ingredients with ice and strain into chilled glass.,"[['4.5 cl', 'Rémy Martin 1738 Cognac'], ['1.5 cl', 'Disaronno amaretto'], ['0.75 cl', 'Islay single malt (peated) Scotch whisky'], ['1 spoon', 'Honey syrup (3 honey to 1 water)'], ['1 dash', 'Angostura Aromatic Bitters']]","[['4.5 cl', 'cognac'], ['1.5 cl', 'amaretto'], ['0.75 cl', 'scotch whisky'], ['1 spoon', 'honey syrup'], ['1 dash', 'angostura']]",0.3214285714285714,0,0,0,0,0,0,0
3483,Late Night,17.75,Dust with grated tonka beans & dried rose petals,STIR all ingredients with ice and fine strain into chilled glass.,"[['5.25 cl', 'Rémy Martin 1738 Cognac'], ['2.25 cl', 'Poire William liqueur'], ['1.5 cl', 'Oloroso sherry'], ['3 drop', ""Bob's Abbotts bitters""]]","[['5.25 cl', 'cognac'], ['2.25 cl', 'poire william liqueur'], ['1.5 cl', 'oloroso sherry'], ['3 drop', ""bob's abbotts bitters""]]",0.42125,0,0,0,0,0,0,0
3484,Fedora Sour,17.75,Lemon zest twist,SHAKE all ingredients with ice and strain back into shaker. DRY SHAKE (without ice) and fine strain into chilled glass.,"[['4.5 cl', 'Rémy Martin 1738 Cognac'], ['2 cl', 'Disaronno amaretto'], ['1.5 cl', 'Pedro Ximénez sherry'], ['2 cl', 'Lemon juice (freshly squeezed)'], ['1 dash', 'Peach bitters'], ['1 dash', 'Black walnut bitters'], ['0.75 cl', 'Pasteurised egg white']]","[['4.5 cl', 'cognac'], ['2 cl', 'amaretto'], ['1.5 cl', 'pedro ximénez sherry'], ['2 cl', 'lemon juice'], ['1 dash', 'peach bitters'], ['1 dash', 'black walnut bitters'], ['0.75 cl', 'egg white']]",0.3023529411764706,0,0,0,0,0,0,0
3485,Sunny Side Up,30.0,Dehydrated grapefruit & rhubarb slice,SHAKE all ingredients with ice and fine strain into chilled glass.,"[['4.5 cl', 'Rémy Martin 1738 Cognac'], ['1.5 cl', 'Bittersweet orange-red aperitivo'], ['1 cl', 'Americano Bianco'], ['1 cl', 'Lemon juice (freshly squeezed)'], ['2 cl', 'Grapefruit juice (pink)'], ['1 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)'], ['2 dash', 'Rhubarb bitters']]","[['4.5 cl', 'cognac'], ['1.5 cl', 'bittersweet orange-red aperitivo'], ['1 cl', 'americano bianco'], ['1 cl', 'lemon juice'], ['2 cl', 'grapefruit juice'], ['1 cl', 'sugar syrup'], ['2 dash', 'rhubarb bitters']]",0.2769230769230769,0,0,0,0,0,0,0
3486,Butler's Tipple,20.7,Lemon zest twist,STIR all ingredients with ice and strain into chilled glass.,"[['3 cl', 'Rémy Martin 1738 Cognac'], ['1.5 cl', 'Yellow Chartreuse liqueur'], ['1 cl', 'Suze gentian liqueur'], ['0.5 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)'], ['1 cl', 'Chilled water (omit if using wet ice)']]","[['3 cl', 'cognac'], ['1.5 cl', 'yellow chartreuse liqueur'], ['1 cl', 'suze'], ['0.5 cl', 'sugar syrup'], ['1 cl', 'chilled water']]",0.3464285714285715,0,0,0,0,0,0,0
3487,A Few of My Favourite Things,20.7,Lemon zest twist,STIR all ingredients with ice and strain into ice-filled glass.,"[['4 cl', 'Rémy Martin 1738 Cognac'], ['1 cl', 'Pedro Ximénez sherry'], ['1 cl', 'Bittersweet orange-red aperitivo'], ['0.5 cl', 'Green Chartreuse liqueur'], ['1 dash', 'Angostura Aromatic Bitters'], ['1 dash', 'Orange Bitters by Angostura']]","[['4 cl', 'cognac'], ['1 cl', 'pedro ximénez sherry'], ['1 cl', 'bittersweet orange-red aperitivo'], ['0.5 cl', 'green chartreuse liqueur'], ['1 dash', 'angostura'], ['1 dash', 'angostura']]",0.3593333333333334,0,0,0,0,0,0,0
3488,The Continental Exchange,32.5,Mint sprig & dehydrated apple slice.,SHAKE all ingredients with ice and fine strain into ice-filled glass.,"[['4.5 cl', 'Rémy Martin 1738 Cognac'], ['2 cl', 'Akashi-Tai Shiraume Ginjo Umeshu'], ['2.5 cl', 'Apple juice'], ['2 cl', 'Lemon juice (freshly squeezed)'], ['1.5 cl', 'Ginger sugar syrup'], ['0.5 cl', 'Heather honey']]","[['4.5 cl', 'cognac'], ['2 cl', 'gin'], ['2.5 cl', 'apple juice'], ['2 cl', 'lemon juice'], ['1.5 cl', 'gin'], ['0.5 cl', 'heather honey']]",0.2359090909090908,0,0,0,0,0,0,0
3489,French Dew Sour,20.7,Lemon slice & rosemary,SHAKE all ingredients with ice and strain back into shaker. DRY SHAKE (without ice) and fine strain into ice-filled glass.,"[['1 sprig', 'Rosemary sprig'], ['2 grind', 'Black pepper'], ['6 cl', 'Rémy Martin 1738 Cognac'], ['1 cl', 'Bénédictine D.O.M.'], ['3 cl', 'Lemon juice (freshly squeezed)'], ['2 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)'], ['2 cl', 'Pasteurised egg white'], ['3 dash', 'Angostura Aromatic Bitters'], ['3 dash', 'Vanilla extract']]","[['1 sprig', 'rosemary sprig'], ['2 grind', 'black pepper'], ['6 cl', 'cognac'], ['1 cl', 'bénédictine d.o.m.'], ['3 cl', 'lemon juice'], ['2 cl', 'sugar syrup'], ['2 cl', 'egg white'], ['3 dash', 'angostura'], ['3 dash', 'vanilla extract']]",0.117391304347826,0,0,0,0,0,0,0
3490,Red Head,17.75,Grapefruit zest twist,STIR all ingredients with ice and strain into chilled glass.,"[['4.5 cl', 'Rémy Martin 1738 Cognac'], ['1.5 cl', 'Averna Amaro'], ['0.5 cl', 'Giffard Fraise des Bois'], ['0.5 cl', 'Lavender sugar syrup'], ['1.5 cl', 'Chilled water (omit if using wet ice)']]","[['4.5 cl', 'cognac'], ['1.5 cl', 'averna amaro'], ['0.5 cl', 'giffard fraise des bois'], ['0.5 cl', 'lavender syrup'], ['1.5 cl', 'chilled water']]",0.3264705882352941,0,0,0,0,0,0,0
3491,Berry Flip,17.75,Dust with freshly grated nutmeg,SHAKE all ingredients with ice and strain back into shaker. DRY SHAKE (without ice) and fine strain into chilled glass.,"[['4.5 cl', 'Rémy Martin 1738 Cognac'], ['2 cl', 'Giffard Crème de Mûre liqueur'], ['5 cl', ""Stone's Original Green Ginger Wine""], ['1 fresh', 'Egg yolk']]","[['4.5 cl', 'cognac'], ['2 cl', 'giffard crème de mûre liqueur'], ['5 cl', 'gin'], ['1 fresh', 'egg white']]",0.386,0,0,0,0,0,0,0
3492,French Riviera,20.7,Orange slice & mint sprig,SHAKE all ingredients with ice and strain into ice-filled glass.,"[['4 cl', 'Rémy Martin 1738 Cognac'], ['1.5 cl', 'Havana Club 3 Year Old rum'], ['1 spoon', 'Apricot jam (preserve)'], ['1.5 cl', 'Lemon juice (freshly squeezed)'], ['1.5 cl', 'Honey syrup (3 honey to 1 water)'], ['1 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)']]","[['4 cl', 'cognac'], ['1.5 cl', 'white rum'], ['1 spoon', 'apricot jam'], ['1.5 cl', 'lemon juice'], ['1.5 cl', 'honey syrup'], ['1 cl', 'sugar syrup']]",0.2528571428571429,0,0,0,0,0,0,0
3493,Pleasure to Tell,17.75,Orange zest twist & Luxardo maraschino cherry sprayed with chocolate bitters,STIR first 3 ingredients with ice and strain into chilled glass.,"[['4.5 cl', 'Rémy Martin 1738 Cognac'], ['1.5 cl', 'Cherry Heering cherry brandy liqueur'], ['0.5 cl', 'Disaronno amaretto'], ['4 drop', ""Bob's Chocolate bitters""], ['1 dash', 'Orange Bitters by Angostura'], ['1.5 cl', 'Chilled water (omit if using wet ice)']]","[['4.5 cl', 'cognac'], ['1.5 cl', 'cherry brandy liqueur'], ['0.5 cl', 'amaretto'], ['4 drop', ""bob's chocolate bitters""], ['1 dash', 'angostura'], ['1.5 cl', 'chilled water']]",0.3576923076923076,0,0,0,0,0,0,0
3494,Cherry Velvet,17.75,Luxardo maraschino cherry,STIR all ingredients with ice and strain into chilled glass.,"[['4 cl', 'Rémy Martin 1738 Cognac'], ['2 cl', 'Vermouth amaro'], ['1.5 cl', 'Pedro Ximénez sherry'], ['2 dash', 'Angostura Aromatic Bitters']]","[['4 cl', 'cognac'], ['2 cl', 'vermouth amaro'], ['1.5 cl', 'pedro ximénez sherry'], ['2 dash', 'angostura']]",0.2642105263157895,0,0,0,0,0,0,0
3495,Thyme for…,17.75,Scorched thyme sprig,DASH bitters over sugar cube in stirring glass and MUDDLE cube to crush. ADD other ingredients and stir to dissolve sugar. Add ice and STIR. Fine strain into chilled glass.,"[['1 cube', 'Demerara / dark Muscovado / brown sugar'], ['3 dash', ""Peychaud's or other Creole-style bitters""], ['3 dash', 'Angostura Aromatic Bitters'], ['2 sprig', 'Thyme sprig'], ['5 cl', 'Rémy Martin 1738 Cognac'], ['1.5 cl', 'Grand Marnier or other cognac orange liqueur'], ['1 cl', 'Antica Formula or other well aged sweet vermouth']]","[['1 cube', 'demerara / dark muscovado / brown sugar'], ['3 dash', ""peychaud's bitter""], ['3 dash', 'angostura'], ['2 sprig', 'thyme sprig'], ['5 cl', 'cognac'], ['1.5 cl', 'cognac'], ['1 cl', 'sweet vermouth']]",0.1926086956521739,0,0,0,0,0,0,0
3496,The Sun King,17.75,White chocolate & fig,SHAKE all ingredients with ice and strain into chilled glass.,"[['4.5 cl', 'Rémy Martin 1738 Cognac'], ['2.25 cl', 'Dutch Cacao white crème de cacao'], ['1.5 cl', 'Tawny port'], ['1 cl', 'Crème de Figue'], ['1 cl', 'Lime juice (freshly squeezed)'], ['0.5 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)'], ['2 drop', 'Orange flower/blossom water']]","[['4.5 cl', 'cognac'], ['2.25 cl', 'dutch cacao white crème de cacao'], ['1.5 cl', 'tawny port'], ['1 cl', 'crème de figue'], ['1 cl', 'lime juice'], ['0.5 cl', 'sugar syrup'], ['2 drop', 'orange flower/blossom water']]",0.1588235294117647,0,0,0,0,0,0,0
3497,Cordial Inviter,17.75,Orange zest twist (discard),STIR all ingredients with ice and strain into chilled glass.,"[['4.5 cl', 'Rémy Martin 1738 Cognac'], ['2 cl', 'Giffard Crème de Pêche de Vigne liqueur'], ['1.5 cl', 'Martini Extra Dry vermouth']]","[['4.5 cl', 'cognac'], ['2 cl', 'giffard crème de pêche de vigne liqueur'], ['1.5 cl', 'dry vermouth']]",0.40125,0,0,0,0,0,0,0
3498,Entente Cordiale #2,17.75,Dash of Angostura Bitters drawn across foam,"Dry shake all ingredients together, then shake vigorously with cubed ice and double strain into a chilled coupe glass.","[['5 cl', 'Rémy Martin 1738 Cognac'], ['0.5 cl', 'Pedro Ximénez sherry'], ['1 cl', 'Tea syrup (Breakfast tea) 2:1)'], ['1.5 cl', 'Lemon juice (freshly squeezed)'], ['2 dash', 'Angostura Aromatic Bitters'], ['1.5 cl', 'Pasteurised egg white']]","[['5 cl', 'cognac'], ['0.5 cl', 'pedro ximénez sherry'], ['1 cl', 'tea syrup  2:1)'], ['1.5 cl', 'lemon juice'], ['2 dash', 'angostura'], ['1.5 cl', 'egg white']]",0.2052173913043478,0,0,0,0,0,0,0
3499,Night Cap,17.75,Flamed orange zest twist,"Dash bitters over sugar cube in base of mixing glass. Add hot water, crush cube with muddler and stir to dissolve sugar. Add cognac, STIR with ice and strain into chilled glass.","[['1 cube', 'Demerara / dark Muscovado / brown sugar'], ['1 dash', 'Angostura Aromatic Bitters'], ['2 dash', ""Bob's Chocolate bitters""], ['1.5 cl', 'Hot water'], ['6 cl', 'Rémy Martin 1738 Cognac']]","[['1 cube', 'demerara / dark muscovado / brown sugar'], ['1 dash', 'angostura'], ['2 dash', ""bob's chocolate bitters""], ['1.5 cl', 'hot water'], ['6 cl', 'cognac']]",0.3130434782608696,0,0,0,0,0,0,0
3500,Le Traite des Pyrenees (The Treaty of the Pyrenees),21.0,Dried apricot half on rim,SMOKE the inside of glass with a lightly fragrant cigar and cover. STIR all ingredients with ice and strain into cigar smoked glass.,"[['4.5 cl', 'Rémy Martin 1738 Cognac'], ['1 cl', 'Pedro Ximénez sherry'], ['2 dash', 'Angostura Aromatic Bitters'], ['1 dash', 'Peach bitters']]","[['4.5 cl', 'cognac'], ['1 cl', 'pedro ximénez sherry'], ['2 dash', 'angostura'], ['1 dash', 'peach bitters']]",0.3170588235294118,0,0,0,0,0,0,0
3501,Thin Pink Line,17.75,"Slowly pour 2 spoons (10ml) Peychaud's bitters onto a spot in the centre of the drink. After about a minute or so, a 'Thin Pink Line' of bitters develops below the foam.",SHAKE all ingredients with ice and strain back into shaker. DRY SHAKE (without ice) and fine strain into chilled glass.,"[['5 cl', 'Rémy Martin 1738 Cognac'], ['2 cl', 'Lemon juice (freshly squeezed)'], ['1 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)'], ['0.5 cl', 'Giffard Orgeat Syrup'], ['2 cl', 'Pasteurised egg white']]","[['5 cl', 'cognac'], ['2 cl', 'lemon juice'], ['1 cl', 'sugar syrup'], ['0.5 cl', 'giffard orgeat syrup'], ['2 cl', 'egg white']]",0.2142857142857142,0,0,0,0,0,0,0
3502,Velvet Seine,17.75,Spot 2 drops of Angostura bitters on surface of drink,SHAKE all ingredients with ice and strain back into shaker. DRY SHAKE (without ice) and strain into chilled glass.,"[['4.5 cl', 'Rémy Martin 1738 Cognac'], ['1.5 cl', 'Giffard Framboise de Ronce (raspberry liqueur)'], ['1.5 cl', 'Lemon juice (freshly squeezed)'], ['1.5 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)'], ['1.5 cl', 'Pasteurised egg white']]","[['4.5 cl', 'cognac'], ['1.5 cl', 'giffard framboise de ronce'], ['1.5 cl', 'lemon juice'], ['1.5 cl', 'sugar syrup'], ['1.5 cl', 'egg white']]",0.1928571428571428,0,0,0,0,0,0,0
3503,Derniere Minute (Last Minute),17.75,Lemon twist garnish,STIR all ingredients with ice and strain into chilled glass.,"[['5 cl', 'Rémy Martin 1738 Cognac'], ['2.25 cl', 'Dubonnet Red'], ['0.75 cl', 'Drambuie liqueur'], ['2 dash', 'Angostura Aromatic Bitters'], ['2 dash', ""Peychaud's or other Creole-style bitters""]]","[['5 cl', 'cognac'], ['2.25 cl', 'dubonnet red'], ['0.75 cl', 'drambuie liqueur'], ['2 dash', 'angostura'], ['2 dash', ""peychaud's bitter""]]",0.2906249999999999,0,0,0,0,0,0,0
3504,The Beloved,17.75,Luxardo maraschino cherry,STIR all ingredients with ice and strain into chilled glass.,"[['6 cl', 'Rémy Martin 1738 Cognac'], ['0.75 cl', 'Mozart Chocolate Vodka'], ['0.75 cl', 'Pedro Ximénez sherry'], ['1 cl', 'Giffard Banane du Brésil liqueur'], ['1 dash', ""Peychaud's or other Creole-style bitters""], ['1 drop', ""Difford's Saline Solution (or ½ pinch salt)""]]","[['6 cl', 'cognac'], ['0.75 cl', 'vodka'], ['0.75 cl', 'pedro ximénez sherry'], ['1 cl', 'giffard banane du brésil liqueur'], ['1 dash', ""peychaud's bitter""], ['1 drop', ""difford's saline solution""]]",0.3871428571428572,0,0,0,0,0,0,0
3505,L'apocalypse Ultime (The ultimate Apocalypse),17.75,Orange & lemon zest twists,STIR first 5 ingredients with ice and strain into chilled glass. TOP with champagne,"[['4.5 cl', 'Rémy Martin 1738 Cognac'], ['1.5 cl', 'Orange Curaçao liqueur'], ['1 cl', ""L'Esprit De June Liqueur""], ['2 dash', ""Peychaud's or other Creole-style bitters""], ['2 dash', ""Boker's bitters""], ['Top up with', 'Brut Champagne']]","[['4.5 cl', 'cognac'], ['1.5 cl', 'orange curaçao'], ['1 cl', ""l'esprit de june liqueur""], ['2 dash', ""peychaud's bitter""], ['2 dash', ""boker's bitters""], ['Top up with', 'brut champagne']]",0.4233333333333333,0,0,0,0,0,0,0
3506,B&B Royale,17.75,Mint sprig speared through raspberry,STIR first 3 ingredients with ice and strain into chilled glass. TOP with champagne.,"[['4.5 cl', 'Rémy Martin 1738 Cognac'], ['2 cl', 'Bénédictine D.O.M.'], ['1.5 cl', 'Giffard Framboise de Ronce (raspberry liqueur)'], ['4.5 cl', 'Brut Champagne']]","[['4.5 cl', 'cognac'], ['2 cl', 'bénédictine d.o.m.'], ['1.5 cl', 'giffard framboise de ronce'], ['4.5 cl', 'brut champagne']]",0.2087999999999999,0,0,0,0,0,0,0
3507,Three Hundred Poems,17.75,Orange zest twist,SHAKE all ingredients with ice and fine strain into chilled glass.,"[['6 cl', 'Rémy Martin 1738 Cognac'], ['3 cl', 'Lemon juice (freshly squeezed)'], ['1.5 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)'], ['2 spoon', 'Blackcurrant jam (preserve)']]","[['6 cl', 'cognac'], ['3 cl', 'lemon juice'], ['1.5 cl', 'sugar syrup'], ['2 spoon', 'blackcurrant jam']]",0.216,0,0,0,0,0,0,0
3508,Early Evening Fizz,30.0,Lemon zest twist (discard) Lemon wedge & Luxardo maraschino cherry.,SHAKE all ingredients with ice and strain back into shaker. DRY SHAKE (without ice) and fine strain into chilled glass (no ice in glass). POUR soda into drink slowly from a height in order to build a (Ramos Gin Fizz style) thick foamy head. Serve with a straw.,"[['3 cl', 'Rémy Martin 1738 Cognac'], ['3 cl', 'Green Chartreuse liqueur'], ['3 cl', 'Rutte Sloe Gin'], ['3 cl', 'Lemon juice (freshly squeezed)'], ['1.5 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)'], ['1 pinch', 'Salt'], ['1.5 cl', 'Pasteurised egg white'], ['6 cl', 'Thomas Henry Soda Water']]","[['3 cl', 'cognac'], ['3 cl', 'green chartreuse liqueur'], ['3 cl', 'gin'], ['3 cl', 'lemon juice'], ['1.5 cl', 'sugar syrup'], ['1 pinch', 'salt'], ['1.5 cl', 'egg white'], ['6 cl', 'soda water']]",0.1745454545454545,0,0,0,0,0,0,0
3509,Charentes Cocktail,17.75,Lemon zest twist (discarded) & white grape,"MUDDLE grapes in base of mixing glass. Add other ingredients, STIR with ice and fine strain into chilled glass.","[['7 whole', 'Green grapes (seedless)'], ['5 cl', 'Rémy Martin 1738 Cognac'], ['2.5 cl', 'Pineau des Charentes rouge'], ['3 drop', ""Bob's Chocolate bitters""]]","[['7 whole', 'green grapes'], ['5 cl', 'cognac'], ['2.5 cl', 'pineau des charentes rouge'], ['3 drop', ""bob's chocolate bitters""]]",0.2057142857142857,0,0,0,0,0,0,0
3510,Charentes,17.75,Raspberries,SHAKE all ingredients with ice and fine strain into chilled glass.,"[['4.5 cl', 'Rémy Martin 1738 Cognac'], ['2 cl', 'Pineau des Charentes rouge'], ['1 cl', 'Mentzendorff Kümmel liqueur'], ['2 cl', 'Lemon juice (freshly squeezed)'], ['0.5 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)']]","[['4.5 cl', 'cognac'], ['2 cl', 'pineau des charentes rouge'], ['1 cl', 'mentzendorff kümmel liqueur'], ['2 cl', 'lemon juice'], ['0.5 cl', 'sugar syrup']]",0.2475,0,0,0,0,0,0,0
3511,MGM Grand,17.75,Orange zest twist (discarded),SHAKE all ingredients with ice and strain into chilled glass.,"[['4.5 cl', 'Rémy Martin 1738 Cognac'], ['1.5 cl', 'Luxardo Maraschino liqueur'], ['2 cl', 'Lemon juice (freshly squeezed)'], ['1 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)'], ['1 dash', 'Orange Bitters by Angostura']]","[['4.5 cl', 'cognac'], ['1.5 cl', 'maraschino'], ['2 cl', 'lemon juice'], ['1 cl', 'sugar syrup'], ['1 dash', 'angostura']]",0.27,0,0,0,0,0,0,0
3512,Titre Provisoire (Provisional Title),17.75,Orange zest twist (discard),STIR all ingredients with ice and fine strain into chilled glass.,"[['4.5 cl', 'Rémy Martin 1738 Cognac'], ['0.5 cl', 'Crème de Figue'], ['0.5 cl', 'Martini Extra Dry vermouth'], ['0.5 cl', 'Bénédictine D.O.M.'], ['1 dash', 'Apple Cider vinegar']]","[['4.5 cl', 'cognac'], ['0.5 cl', 'crème de figue'], ['0.5 cl', 'dry vermouth'], ['0.5 cl', 'bénédictine d.o.m.'], ['1 dash', 'apple cider vinegar']]",0.3114285714285714,0,0,0,0,0,0,0
3513,The Palace of Versailles,17.75,Blackberry & basil leaf,SLAP basil to express oils. STIR all ingredients with ice and strain into chilled glass.,"[['3 fresh', 'Basil leaves'], ['4.5 cl', 'Rémy Martin 1738 Cognac'], ['1.5 cl', 'Giffard Crème de Mûre liqueur'], ['2 cl', 'Sauvignon blanc wine']]","[['3 fresh', 'basil leaves'], ['4.5 cl', 'cognac'], ['1.5 cl', 'giffard crème de mûre liqueur'], ['2 cl', 'sauvignon blanc wine']]",0.2763636363636363,0,0,0,0,0,0,0
